centre_name,centre_code,centre_address,postal_code,postal,address,latitude,longtitude
SHAWS CDLC @ MOUNTBATTEN PTE LTD,PT8384,"855,MOUNTBATTEN ROAD,437839",437839,437839,855 MOUNTBATTEN ROAD SINGAPORE 437839,1.303266894,103.8994936
MapleBear Playworks Pte.Ltd.,PT9734,"207,BALESTIER ROAD,#02-05,329683",329683,329683,207 BALESTIER ROAD CITADINES BALESTIER SINGAPORE 329683,1.320979871,103.8525407
Sunflower Preschool @ West Terra Pte Ltd,PT9670,"451B,BUKIT BATOK WEST AVENUE 6,WEST TERRA @ BUKIT BATOK,652451",652451,652451,451B BUKIT BATOK WEST AVENUE 6 WEST TERRA @ BUKIT BATOK SINGAPORE 652451,1.352483814,103.7434147
MY FIRST SKOOL,NT0559,"678,WOODLANDS AVENUE 6,#02-724,730678",730678,730678,678 WOODLANDS AVENUE 6 ADMIRALTY PLACE SINGAPORE 730678,1.439983666,103.8012931
WHARTON PRESCHOOL PTE. LTD.,PT8877,"15,Serangoon North Avenue 5,#04-00,Popular HQ,554360",554360,554360,15 SERANGOON NORTH AVENUE 5 SINGAPORE 554360,1.37598331,103.8706473
Pink Tower Montessori Pte Ltd,PT9737,"252,TEMBELING ROAD,#01-07,TEMBELING CENTRE,423731",423731,423731,252 TEMBELING ROAD TEMBELING CENTRE SINGAPORE 423731,1.306512528,103.9053611
KINDERLAND PRESCHOOL,PT8740,"87,MARINE PARADE CENTRAL,#03-203,440087",440087,440087,87 MARINE PARADE CENTRAL MARINE PARADE PROMENADE SINGAPORE 440087,1.302453178,103.90563929999999
Little Seeds Preschool,RC0470,"211,BUKIT BATOK STREET 21,#01-252,650211",650211,650211,211 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650211,1.3460009069999999,103.7503677
VICTORIA MONTESSORI SCHOOLHOUSE PTE. LTD.,PT8963,"823,TAMPINES STREET 81,#02-00,520823",520823,520823,823 TAMPINES STREET 81 SINGAPORE 520823,1.348744945,103.9340247
PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 112 (CC),ST0032,"112,TAMPINES STREET 11,#01-185,521112",521112,521112,112 TAMPINES STREET 11 HDB-TAMPINES SINGAPORE 521112,1.346298136,103.9475098
LEARNING VISION @ WORK PTE LTD,PT9422,"7,CHANGI BUSINESS PARK VISTA,#02-01,SOOKEE HQ,486042",486042,486042,7 CHANGI BUSINESS PARK VISTA SOO KEE HQ SINGAPORE 486042,1.338240394,103.9652273
PCF Sparkletots Preschool @ Tanjong Pagar - Tiong Bahru Blk 130 (KN),ST0219,"130,Kim Tian Road,#01-157,160130",160130,160130,130 KIM TIAN ROAD KIM TIAN VISTA SINGAPORE 160130,1.280401574,103.8292786
STAR LEARNERS @ CHANGI SIMEI PTE. LTD.,PT9318,"114,SIMEI STREET 1,#01-614,520114",520114,520114,114 SIMEI STREET 1 HDB-TAMPINES SINGAPORE 520114,1.343849105,103.9504375
Little Hands Montessori Kindergarten,PT9722,"2A,2A Paterson Hill,238565",238565,238565,2A PATERSON HILL SINGAPORE 238565,1.301528758,103.8290901
MAPLEBEAR LEARNING HOUSE PTE LTD,PT9448,"45,JALAN SONGKET,CHARLTON PARK,537416",537416,537416,45 JALAN SONGKET CHARLTON PARK SINGAPORE 537416,1.3567978980000002,103.8862485
PCF SPARKLETOTS PRESCHOOL @ MACPHERSON BLK 54 (CC),ST0187,"54,PIPIT ROAD,#01-52,370054",370054,370054,54 PIPIT ROAD HDB-MACPHERSON SINGAPORE 370054,1.32385645,103.8875854
GLOBAL TOTS @ BRADDELL PTE. LTD.,PT9170,"6,MUSWELL HILL,358421",358421,358421,6 MUSWELL HILL SINGAPORE 358421,1.344835019,103.8619466
STAR LEARNERS @ GAMBAS PTE LTD,PT9326,"7,GAMBAS CRESCENT,#01-18,ARK@GAMBAS,757087",757087,757087,7 GAMBAS CRESCENT ARK@GAMBAS SINGAPORE 757087,1.444772736,103.8127405
LEARNING VISION @ WORK PTE. LTD.,PT8995,"11,EUNOS ROAD 8,#04-04,408601",408601,408601,11 EUNOS ROAD 8 CENTRE FOR EMPLOYABILITY SKILLS SINGAPORE 408601,1.319452336,103.892135
MAPLEBEAR KIDS' KINGDOM PTE. LTD.,PT9280,"451,JOO CHIAT ROAD,#04-01,KATONG POINT,427664",427664,427664,451 JOO CHIAT ROAD KATONG POINT SINGAPORE 427664,1.306916746,103.9045531
E-BRIDGE PRE-SCHOOL PTE LTD,EB0014,"226A,SUMANG LANE,#02-206,THE VERANDAH @ MATILDA,821226",821226,821226,226A SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 821226,1.402728129,103.8931013
KIDSCAMPUS CHAI CHEE PTE. LTD.,PT9412,"11,BEDOK NORTH STREET 1,HEARTBEAT @ BEDOK,469662",469662,469662,11 BEDOK NORTH STREET 1 SINGHEALTH POLYCLINICS (BEDOK POLYCLINIC) SINGAPORE 469662,1.326712196,103.9320295
ZEE SCHOOLHOUSE PTE LTD,PT8584,"23,WAREHAM ROAD,436788",436788,436788,23 WAREHAM ROAD SINGAPORE 436788,1.307594665,103.893029
PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 853 (CC),ST0132,"853,WOODLANDS STREET 83,#01-132,730853",730853,730853,853 WOODLANDS STREET 83 HDB-WOODLANDS SINGAPORE 730853,1.439424025,103.79310109999999
STAR LEARNERS @ BUKIT BATOK PTE. LTD.,PT8672,"501,BUKIT BATOK STREET 52,#01-71,650501",650501,650501,501 BUKIT BATOK STREET 52 HILLGROVE GARDENS SINGAPORE 650501,1.3514931940000001,103.7549981
CHILDCARE @ THE ENRICHMENT PTE LTD,PT9442,"20,JURONG WEST STREET 93,#01-01,JURONG WEST SPORTS & RECREATION CTR,648965",648965,648965,20 JURONG WEST STREET 93 JURONG WEST SPORTS & RECREATION CENTRE SINGAPORE 648965,1.338210887,103.69386870000001
PCF Sparkletots Preschool @ Punggol Coast Blk 676B (DS),ST0368,"676B,Punggol Drive,#02-724,822676",822676,822676,676B PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 822676,1.4048914080000001,103.91020970000001
STAR LEARNERS @ UPPER BUKIT TIMAH PTE LTD,PT9409,"25,ALMOND CRESCENT,677781",677781,677781,25 ALMOND CRESCENT MERA GARDENS SINGAPORE 677781,1.3732830219999999,103.77296740000001
LITTLE FOOTPRINTS PRESCHOOL @ PUNGGOL BEACH PTE LTD,PT9245,"33,PONGGOL TWENTY-FOURTH AVENUE,829498",829498,829498,33 PONGGOL TWENTY-FOURTH AVENUE PONGGOL PARK SINGAPORE 829498,1.419269949,103.9090598
PCF Sparkletots Preschool @ Nee Soon East Blk 367 (EY),ST0351,"367,Yishun Ring Road,#01-1534,760367",760367,760367,367 YISHUN RING ROAD YISHUN GLORY SINGAPORE 760367,1.429591953,103.84512140000001
CHILDTIME CARE & DEVELOPMENT CENTRE PTE.LTD.,PT9122,"21,WOODLANDS CLOSE ,#01-01,PRIMZ BIZHUB ,737854",737854,737854,21 WOODLANDS CLOSE PRIMZ BIZHUB SINGAPORE 737854,1.435078829,103.8047627
STAR LEARNERS @ RIVERVALE PTE LTD,PT9120,"195,RIVERVALE DRIVE,#01-743,540195",540195,540195,195 RIVERVALE DRIVE RIVERVALE HAVEN SINGAPORE 540195,1.3928241780000001,103.9024002
MAPLEBEAR LEARNING JOURNEY PTE. LTD.,PT9447,"22,THOMSON WALK,HAPPY PARK,574469",574469,574469,22 THOMSON WALK HAPPY PARK SINGAPORE 574469,1.375515136,103.83247850000001
MOE KINDERGARTEN @ WEST SPRING,KM0008,"60,Bukit Panjang Ring Road,West Spring Primary School,679946",679946,679946,60 BUKIT PANJANG RING ROAD MOE KINDERGARTEN @ WEST SPRING SINGAPORE 679946,1.3894341430000001,103.7661934
E-BRIDGE PRE-SCHOOL PTE. LTD.,EB0004,"504,YISHUN STREET 51,#01-05,MULTI STOREY CAR PARK,760504",760504,760504,504 YISHUN STREET 51 ACACIA BREEZE @ YISHUN SINGAPORE 760504,1.418407468,103.8445477
BERRY TREE PRESCHOOL@SEMBAWANG PRIVATE LIMITED,PT9112,"511,CANBERRA ROAD,#03-02,SEMBAWANG MART,750511",750511,750511,511 CANBERRA ROAD OCBC CANBERRA ROAD - FAIRPRICE SINGAPORE 750511,1.453610144,103.8196256
CHERRYBROOK PRESCHOOL EAST COAST PTE. LTD.,PT9528,"6,JALAN ULU SIGLAP,457127",457127,457127,6 JALAN ULU SIGLAP SINGAPORE 457127,1.314067916,103.9285694
Totsville Montessori Kindergarten (Bishan),PT9581,"230,BISHAN STREET 23,#B1-35,570230",570230,570230,230 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570230,1.3579458,103.8454936
Masterminds Kindergarten,PT9602,"204,Bukit Timah Road,#1/2-00,Boon Liew Building,229863",229863,229863,204 BUKIT TIMAH ROAD BOON LIEW BUILDING SINGAPORE 229863,1.31189106,103.8419773
MOE KINDERGARTEN @ PUNGGOL GREEN,KM0006,"98,Punggol Walk,Punggol Green Primary School,828772",828772,828772,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,1.4018048730000001,103.89877290000001
Little Seeds Preschool @ Calvary Baptist Church,RC1897,"48,WAN THO AVENUE,347592",347592,347592,48 WAN THO AVENUE CALVARY BAPTIST CHURCH SINGAPORE 347592,1.332353556,103.8741513
STAR LEARNERS @ YIO CHU KANG PTE. LTD.,PT9157,"645,ANG MO KIO AVENUE 6,#01-4991,560645",560645,560645,645 ANG MO KIO AVENUE 6 ANG MO KIO 61 SINGAPORE 560645,1.379275535,103.8422356
STAR LEARNERS @ TAMPINES EAST PTE LTD,PT9463,"297,TAMPINES STREET 22,#01-576,520297",520297,520297,297 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520297,1.351149909,103.95479250000001
STAR LEARNERS @ SENGKANG WEST PTE LTD,PT9335,"38,DEDAP ROAD,TUAN SING PARK,809442",809442,809442,38 DEDAP ROAD TUAN SING PARK SINGAPORE 809442,1.388367231,103.8656927
Sunshine Kids Preschool @Woodlands Pte Ltd,PT3460,"795,WOODLANDS DR 72,#01-01,730795",730795,730795,795 WOODLANDS DRIVE 72 HDB-WOODLANDS SINGAPORE 730795,1.442820351,103.8041462
STAR LEARNERS @ BUKIT PANJANG PTE LTD,PT9450,"522,JELAPANG ROAD,#01-301,670522",670522,670522,522 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670522,1.3863317119999998,103.7661709
STAR LEARNERS @ CCK CENTRAL PTE LTD,PT9540,"229,CHOA CHU KANG CENTRAL,#01-139,680229",680229,680229,229 CHOA CHU KANG CENTRAL HDB-CHOA CHU KANG SINGAPORE 680229,1.3806537490000002,103.74636729999999
STAR LEARNERS @ SIGLAP PTE. LTD.,PT9323,"94,DIDO STREET,OPERA ESTATE,459509",459509,459509,94 DIDO STREET OPERA ESTATE SINGAPORE 459509,1.3227044609999998,103.9252677
STAR LEARNERS @ SEMBAWANG PTE. LTD.,PT8497,"587,SEMBAWANG PLACE,GOLDWOOD GARDENS,758440",758440,758440,587 SEMBAWANG PLACE GOLDWOOD GARDENS SINGAPORE 758440,1.439426923,103.8245975
PCF Sparkletots Preschool @ Pasir Ris West Blk 738 (KN),ST0255,"738,Pasir Ris Drive 10,#01-21,510738",510738,510738,738 PASIR RIS DRIVE 10 HDB-PASIR RIS SINGAPORE 510738,1.379180743,103.9365537
STAR LEARNERS @ NORTH EAST PTE. LTD.,PT9099,"57,ANCHORVALE ROAD,#01-04,SENGKANG SPORTS AND RECREATION CENTRE ,544964",544964,544964,57 ANCHORVALE ROAD SENGKANG SPORTS CENTRE SINGAPORE 544964,1.396524291,103.8871019
STAR LEARNERS @ CCK SPORTS CENTRE PTE. LTD.,PT9152,"1,CHOA CHU KANG STREET 53,#01-01,CHOA CHU KANG SPORTS CENTRE,689236",689236,689236,1 CHOA CHU KANG STREET 53 CHOA CHU KANG TENNIS CENTRE SINGAPORE 689236,1.3906661759999999,103.74792070000001
THE ORANGE ACADEMY (YISHUN) PTE LTD,PT9470,"1,NORTHPOINT DRIVE,#02-186,NORTHPOINT CITY,768019",768019,768019,1 NORTHPOINT DRIVE NEE SOON CENTRAL COMMUNITY CLUB SINGAPORE 768019,1.428754606,103.8363245
STAR LEARNERS @ YUNG HO PTE LTD,PT9325,"21,YUNG HO ROAD,#01-01,THE AGAPE,618593",618593,618593,21 YUNG HO ROAD THE AGAPE SINGAPORE 618593,1.3269655340000002,103.72464659999999
STAR LEARNERS @ BEDOK PTE. LTD.,PT9048,"64,NEW UPPER CHANGI ROAD,#01-1158,460064",460064,460064,64 NEW UPPER CHANGI ROAD HDB-BEDOK SINGAPORE 460064,1.324218538,103.9398567
STAR LEARNERS @ TANJONG PAGAR PTE. LTD.,PT8935,"1,TANJONG PAGAR PLAZA,#02-01A,082001",082001,082001,1 TANJONG PAGAR PLAZA MULTI STOREY CAR PARK SINGAPORE 082001,1.275687028,103.84243359999999
STAR LEARNERS @ PASIR RIS PTE. LTD.,PT8529,"76,PASIR RIS HEIGHTS,PASIR RIS BEACH PARK,519282",519282,519282,76 PASIR RIS HEIGHTS PASIR RIS BEACH PARK SINGAPORE 519282,1.382345334,103.9423702
STAR LEARNERS @ HOUGANG PTE LTD,PT9324,"8,ST. XAVIER'S LANE,535736",535736,535736,8 SAINT XAVIER'S LANE SINGAPORE 535736,1.371201708,103.8982908
STAR LEARNERS @ ANG MO KIO PTE. LTD.,PT8917,"320,ANG MO KIO AVENUE 1,#01-1521,560320",560320,560320,320 ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 560320,1.365592456,103.8483867
STAR LEARNERS @ BOON KENG PTE. LTD.,PT9140,"5,BOON KENG ROAD,#01-84,330005",330005,330005,5 BOON KENG ROAD HDB-KALLANG BASIN SINGAPORE 330005,1.3162999579999999,103.86039749999999
STAR LEARNERS @ SEMBAWANG WAY PTE. LTD.,PT8885,"355,SEMBAWANG WAY,#02-02,750355",750355,750355,355 SEMBAWANG WAY SINGAPORE 750355,1.449544856,103.81872759999999
STAR LEARNERS @ BISHAN CENTRAL PTE. LTD.,PT8767,"510,BISHAN STREET 13,#03-02,570510",570510,570510,510 BISHAN STREET 13 SINGAPORE 570510,1.348888439,103.849692
STAR LEARNERS @ ONE-NORTH PTE LTD,PT9529,"10,AYER RAJAH CRESCENT,139940",139940,139940,10 AYER RAJAH CRESCENT SINGAPORE 139940,1.295690417,103.7875025
STAR LEARNERS @ WOODLANDS PTE LTD,PT9116,"11,WOODLANDS CLOSE,#01-22,WOODLANDS 11,737853",737853,737853,11 WOODLANDS CLOSE STAR LEARNERS @ WOODLANDS PTE LTD SINGAPORE 737853,1.434758403,103.80272109999999
Star Learners @ Telok Blangah Pte Ltd,PT9498,"78B,TELOK BLANGAH STREET 32,#02-16,102078",102078,102078,78B TELOK BLANGAH STREET 32 SINGAPORE 102078,1.27363296,103.8083352
STAR LEARNERS PTE LTD,PT9087,"3,LORONG G TELOK KURAU,426165",426165,426165,3 LORONG G TELOK KURAU SINGAPORE 426165,1.316503593,103.9060178
STAR LEARNERS @ JURONG PTE. LTD.,PT9072,"8,BOON LAY WAY,#01-24,8 @ TRADEHUB 21,609964",609964,609964,8 BOON LAY WAY 8 @ TRADEHUB 21 SINGAPORE 609964,1.327476552,103.7535656
STAR LEARNERS @ HOUGANG CENTRAL PTE LTD,PT9375,"434,HOUGANG AVENUE 8,#01-904,530434",530434,530434,434 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530434,1.376472216,103.8938221
STAR LEARNERS @ TAMPINES PTE. LTD.,PT9189,"241,TAMPINES STREET 21,#01-435,520241",520241,520241,241 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 520241,1.354615167,103.9471166
Star Learners @ Woodlands 888 Pte Ltd,PT8512,"888,WOODLANDS DRIVE 50,#02-741,888 PLAZA,730888",730888,730888,888 WOODLANDS DRIVE 50 CHAMPKIDS' ACADEMY PTE. LTD. SINGAPORE 730888,1.43767919,103.79513670000001
STAR LEARNERS @ UBI PTE LTD,PT9374,"315,UBI AVENUE 1,#01-409,400315",400315,400315,315 UBI AVENUE 1 KAMPONG UBI GREENVILLE SINGAPORE 400315,1.329540236,103.90340390000001
STAR LEARNERS @ SENGKANG PTE. LTD.,PT8835,"266,COMPASSVALE BOW,#01-04,MULTI STOREY CAR PARK,540266",540266,540266,266 COMPASSVALE BOW SINGAPORE 540266,1.3818777130000002,103.89703990000001
STAR LEARNERS @ YISHUN PTE LTD,PT9518,"2,YISHUN INDUSTRIAL STREET 1,#01-18,NORTH POINT BIZHUB,768159",768159,768159,2 YISHUN INDUSTRIAL STREET 1 NORTH POINT BIZHUB SINGAPORE 768159,1.4362525419999999,103.8430012
STAR LEARNERS @ BUKIT MERAH PTE. LTD.,PT9502,"134,JALAN BUKIT MERAH,#01-1420,160134",160134,160134,134 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160134,1.2788310109999999,103.8277237
STAR LEARNERS @ JURONG WEST PTE LTD,PT9322,"862,JURONG WEST STREET 81,#01-624,640862",640862,640862,862 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640862,1.350142481,103.69668459999998
CARPE DIEM LITTLE GREEN HOUSE PTE. LTD.,WP1108,"11,WOODLANDS CLOSE,#01-33,WOODLANDS 11,737853",737853,737853,11 WOODLANDS CLOSE STAR LEARNERS @ WOODLANDS PTE LTD SINGAPORE 737853,1.434758403,103.80272109999999
STAR LEARNERS RESPECT PTE. LTD.,PT9147,"51,LORONG PUNTONG,INGLEWOOD, THE,576441",576441,576441,51 LORONG PUNTONG SINGAPORE 576441,1.3613898580000001,103.830878
LITTLE DOLPHINS PLAYSKOOL,RC1745,"714,CLEMENTI WEST STREET 2,#01-139,120714",120714,120714,714 CLEMENTI WEST STREET 2 HDB-CLEMENTI SINGAPORE 120714,1.304303413,103.7616821
EUREKA SCHOOLHOUSE PTE LTD,PT7320,"111,FABER DRIVE,129423",129423,129423,111 FABER DRIVE FABER HILLS SINGAPORE 129423,1.319724525,103.75623829999999
GREENFIELD MONTESSORI CHILD CARE PTE. LTD.,PT8827,"8,HONG SAN WALK,COMFORT GARDEN,688999",688999,688999,8 HONG SAN WALK COMFORT GARDEN SINGAPORE 688999,1.377899674,103.74686659999999
GATE Junior Preschool,PT9668,"46,LIMAU GARDEN,467905",467905,467905,46 LIMAU GARDEN BEDOK PARK SINGAPORE 467905,1.322413007,103.9499054
MAPLEBEAR JUNIORS PTE. LTD.,PT9537,"726,UPPER CHANGI ROAD EAST,486046",486046,486046,726 UPPER CHANGI ROAD EAST SIA GROUP SPORTS CLUB SINGAPORE 486046,1.34418809,103.9650016
Aces Montessori Kidz Kindergarten,PT9691,"1,PASIR RIS DRIVE 4,#04-05,Pasir Ris East Community Club,519457",519457,519457,1 PASIR RIS DRIVE 4 PASIR RIS POLYCLINIC SINGAPORE 519457,1.3685869519999998,103.9592047
BETWEEN TWO TREES PRESCHOOL,PT8633,"7,MING TECK PARK,277375",277375,277375,7 MING TECK PARK SINGAPORE 277375,1.31801879,103.787006
JUNIOR PLAYWORLD CHILD CARE & DEVELOPMENT CENTRE,PT6020,"2 / 4,JALAN LYE KWEE,537822",537822,537822,2 JALAN LYE KWEE SINGAPORE 537822,1.371260761,103.8974218
CHILTERN HOUSE FORUM,PT4390,"583,ORCHARD ROAD,#04-01,FORUM GALLERIA,238884",238884,238884,583 ORCHARD ROAD CHILTERN HOUSE FORUM SINGAPORE 238884,1.3061957990000002,103.828509
PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 415 (CC),ST0147,"415,ANG MO KIO AVENUE 10,#01-967,560415",560415,560415,415 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560415,1.364453366,103.8536552
PAT'S SCHOOLHOUSE PTE. LTD.,PT8707,"110,ALEXANDRA ROAD,ALEXANDRA POST OFFICE,159921",159921,159921,110 ALEXANDRA ROAD SINGAPORE 159921,1.2914872020000001,103.819827
LITTLE SEEDS @ NOAH'S ARK,RC0500,"439,FAJAR ROAD,#01-422,670439",670439,670439,439 FAJAR ROAD HDB-BUKIT PANJANG SINGAPORE 670439,1.383045679,103.7704653
Church of the Holy Trinity Kindergarten,RC1803,"20,TAMPINES STREET 11,#02-18,CHURCH OF THE HOLY TRINITY,529455",529455,529455,20 TAMPINES STREET 11 CHURCH OF HOLY TRINITY KINDERGARTEN SINGAPORE 529455,1.348841451,103.9493353
St. James' Church Kindergarten,RC1877,"1,LEEDON ROAD,ST. JAMES CHURCH,267828",267828,267828,1 LEEDON ROAD ST. JAMES' CHURCH KINDERGARTEN (LEEDON) SINGAPORE 267828,1.3128609759999998,103.7961233
MY FIRST SKOOL,NT0583,"187,BEDOK NORTH STREET 4,#01-01,460187",460187,460187,187 BEDOK NORTH STREET 4 FENGSHAN GREENVILLE SINGAPORE 460187,1.330835437,103.9406413
PRECIOUS ANGELS PLAYLAND,PT9108,"83,LORONG 2 TOA PAYOH,#01-451,310083",310083,310083,83 LORONG 2 TOA PAYOH HDB-TOA PAYOH SINGAPORE 310083,1.335787912,103.847992
MY WORLD PRESCHOOL LTD.,YM0110,"855,TAMPINES STREET 83,#01-262,520855",520855,520855,855 TAMPINES STREET 83 TAMPINES VILLE SINGAPORE 520855,1.353589484,103.9353062
PAT'S SCHOOLHOUSE PTE. LTD.,PT8388,"26,Still Road South,423935",423935,423935,26 STILL ROAD SOUTH SINGAPORE 423935,1.306075719,103.9093447
PCF Sparkletots Preschool @ Punggol Coast Blk 303A (DS),ST0114,"303A,PUNGGOL CENTRAL,#01-782,821303",821303,821303,303A PUNGGOL CENTRAL CORALINUS SINGAPORE 821303,1.403777894,103.9057622
PCF Sparkletots Preschool @ Punggol East Blk 103 (EY),ST0278,"103,Rivervale Walk,#01-86,540103",540103,540103,103 RIVERVALE WALK RIVERVALE COURT SINGAPORE 540103,1.382911477,103.90120859999999
PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 305 (CC),ST0052,"305,CLEMENTI  AVENUE 4,#01-399,120305",120305,120305,305 CLEMENTI AVENUE 4 CLEMENTI MEADOWS SINGAPORE 120305,1.322061089,103.766014
St. Hilda's Kindergarten,RC1886,"83,CEYLON ROAD,429740",429740,429740,83 CEYLON ROAD SINGAPORE 429740,1.307808874,103.90078559999999
BRILLIANT TOTS INFANT AND CHILDCARE,PT8953,"28,JALAN KELULUT,SELETAR HILLS ESTATE,809045",809045,809045,28 JALAN KELULUT SELETAR HILLS ESTATE SINGAPORE 809045,1.3835819440000001,103.8755129
MY FIRST SKOOL,NT0584,"1,ENGKU AMAN TURN,#04-01,408528",408528,408528,1 ENGKU AMAN TURN WISMA GEYLANG SERAI SINGAPORE 408528,1.316462384,103.896748
BANYAN TREE EDUCATION @ AMK PTE. LTD.,PT9677,"7030,ANG MO KIO AVENUE 5,#01-45,NORTHSTAR @ AMK,569880",569880,569880,7030 ANG MO KIO AVENUE 5 LUCAS CHILDREN ACADEMY PTE. LTD. SINGAPORE 569880,1.3779234519999999,103.8753898
LITTLE VILLAGE ON THE GRANGE,PT8433,"41,GRANGE ROAD,239704",239704,239704,41 GRANGE ROAD SINGAPORE 239704,1.299428009,103.8316296
GUG Preschool @ Katong Pte Ltd,PT9716,"30,EAST COAST ROAD,#03-06,VILLAGE HOTEL KATONG,428751",428751,428751,30 EAST COAST ROAD DBS NTUC KATONG V SINGAPORE 428751,1.303861208,103.90287140000001
MY FIRST SKOOL,NC0002,"80,Marine Parade Road,#04-08,Parkway Parade Shopping Centre,449269",449269,449269,80 MARINE PARADE ROAD HSBC MARINE PARADE BRANCH SINGAPORE 449269,1.301263872,103.9051328
MY WORLD PRESCHOOL LTD.,YM0168,"661B,EDGEDALE PLAINS,#01-616,WATERWAY SUNDEW,822661",822661,822661,661B EDGEDALE PLAINS WATERWAY SUNDEW SINGAPORE 822661,1.402485648,103.91675140000001
Ar-Raudhah Mosque Kindergarten,RC1805,"30,BUKIT BATOK EAST AVENUE 2,MASJID AR-RAUDHAH,659919",659919,659919,30 BUKIT BATOK EAST AVENUE 2 MASJID AR-RAUDHAH SINGAPORE 659919,1.351660299,103.75600190000002
ETONHOUSE PRE-SCHOOL PTE LTD,PT5460,"1,VANDA ROAD,287771",287771,287771,1 VANDA ROAD ETONHOUSE PRE-SCHOOL PTE LTD SINGAPORE 287771,1.331240607,103.798218
ESHKOL VALLEY @ NORTHSTAR PTE. LTD.,PT9068,"7030,ANG MO KIO AVENUE 5,#01-41,NORTHSTAR @ AMK,569880",569880,569880,7030 ANG MO KIO AVENUE 5 LUCAS CHILDREN ACADEMY PTE. LTD. SINGAPORE 569880,1.3779234519999999,103.8753898
TRUE WAY PRESBYTERIAN KINDERGARTEN,RC1837,"156B,STIRLING ROAD,TRUE WAY PRESBYTERIAN CHURCH,148947",148947,148947,156B STIRLING ROAD TRUE WAY PRESBYTERIAN KINDERGARTEN SINGAPORE 148947,1.2937273870000001,103.8056849
Raffles Montessori Kindergarten (Aljunied),PT9711,"46C,LORONG 23 GEYLANG,#4FANSIDA BUILDING,388375",388375,388375,46B LORONG 23 GEYLANG FANSIDA BUILDING SINGAPORE 388375,1.3152216140000001,103.8814501
PCF Sparkletots Preschool @ Ayer Rajah Blk 48 (DS),ST0297,"48,Teban Gardens Road,#01-241,600048",600048,600048,48 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600048,1.320497729,103.73996770000001
My Montessori Preschool @Bullion,PT9654,"172,LENTOR LOOP,#01BULLION PARK,789100",789100,789100,172 LENTOR LOOP BULLION PARK SINGAPORE 789100,1.391575943,103.8367316
Little Seeds Preschool,RC0090,"511,JURONG WEST ST 52,#01-80,640511",640511,640511,511 JURONG WEST STREET 52 WESTWOOD COURT SINGAPORE 640511,1.347792675,103.7195911
CARPE DIEM CHILDCARE PTE LTD,PT9379,"1,MARINE PARADE CENTRAL,#05-01,PARKWAY CENTRE,449408",449408,449408,1 MARINE PARADE CENTRAL PARKWAY CENTRE SINGAPORE 449408,1.301887337,103.905996
Pearlbank Montessori Kindergarten,PT9686,"302,PASIR PANJANG ROAD,PASIR PANJANG CHRIST CHURCH,118643",118643,118643,302 PASIR PANJANG ROAD PEARLBANK MONTESSORI KINDERGARTEN SINGAPORE 118643,1.2875074640000002,103.7797917
A STAR CHILDCARE PTE. LTD.,PT9344,"55,SERANGOON NORTH AVE 4,#01-08,S9,555859",555859,555859,55 SERANGOON NORTH AVENUE 4 S9 SINGAPORE 555859,1.3769606909999998,103.8748748
BLOSSOM GLITTERING CAMPUS PTE. LTD.,PT9166,"4,CRESCENT ROAD,439289",439289,439289,4 CRESCENT ROAD SINGAPORE 439289,1.298514226,103.8948214
Repton Schoolhouse,PT9608,"321,ALEXANDRA ROAD,#03-11,ALEXANDRA CENTRAL,159971",159971,159971,321 ALEXANDRA ROAD ALEXANDRA CENTRAL SINGAPORE 159971,1.2874770770000001,103.80525340000001
Jessin Kindergarten,PT9730,"blk 255 Bishan Street 22,#04-454,570255",570255,570255,255 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570255,1.36166764,103.8427432
INNATE MONTESSORI @ SCIENCE PARK2 PTE. LTD.,PT9035,"20,SCIENCE PARK ROAD,#01-29,TELETECH PARK,117674",117674,117674,20 SCIENCE PARK ROAD TELETECH PARK SINGAPORE 117674,1.286580248,103.7819155
Montessori Children's House,PT9649,"886,OLD HOLLAND ROAD,278685",278685,278685,886 OLD HOLLAND ROAD EDEN PARK SINGAPORE 278685,1.332170207,103.79071479999999
